record_id,site_name,material,quantity_tons,grade_percent,extraction_date,operator,status,depth_meter,cost_usd
6849,Tambang C,Emas,334.45,1.84,2024-08-31 11:17:48.491694,PT Tambang Jaya,Aktif,102.8,60629.09
6850,Tambang D,Batubara,382.2,0.83,2021-08-28 00:29:36.894390,PT Emas Sejahtera,Non-Aktif,44.5,12910.7
6851,Tambang C,Tembaga,898.09,2.66,2024-07-10 12:09:04.366268,PT Tambang Jaya,Reklamasi,185.9,63391.92
6852,Tambang B,Tembaga,26.95,1.84,2024-02-08 04:00:19.428524,PT Tambang Jaya,Non-Aktif,180.4,74926.85
6853,Tambang C,Emas,701.83,2.38,2022-08-09 21:20:23.938224,PT Mineral Nusantara,Aktif,95.5,87487.28
6854,Tambang C,Emas,955.23,3.49,2023-08-28 05:34:48.318627,PT Tambang Jaya,Aktif,19.1,58662.34
6855,Tambang D,Nikel,709.17,1.44,2021-02-03 23:21:26.368665,PT Mineral Nusantara,Aktif,281.7,33863.49
6856,Tambang A,Nikel,993.97,2.11,2021-03-26 16:11:47.300862,PT Tambang Jaya,Reklamasi,113.1,85316.0
6857,Tambang A,Tembaga,690.67,4.02,2023-07-13 18:23:16.806742,PT Emas Sejahtera,Non-Aktif,166.2,60065.8
6858,Tambang A,Tembaga,44.02,3.4,2024-07-06 06:15:57.745258,PT Emas Sejahtera,Non-Aktif,51.7,36455.62
6859,Tambang B,Nikel,828.74,1.97,2023-07-16 18:27:19.311121,PT Tambang Jaya,Aktif,82.8,32931.4
6860,Tambang C,Nikel,291.78,3.49,2021-01-10 19:15:08.982121,PT Tambang Jaya,Non-Aktif,136.2,32740.8
6861,Tambang A,Emas,451.6,3.94,2022-01-17 02:41:27.250736,PT Tambang Jaya,Reklamasi,173.1,6578.0
6862,Tambang D,Batubara,318.97,3.17,2023-12-23 06:18:23.395984,PT Emas Sejahtera,Reklamasi,257.7,11032.1
6863,Tambang A,Emas,275.87,1.58,2020-11-30 08:14:12.282153,PT Mineral Nusantara,Non-Aktif,94.2,9881.01
6864,Tambang A,Nikel,437.09,0.5,2020-08-10 10:55:55.461950,PT Mineral Nusantara,Non-Aktif,262.8,31906.61
6865,Tambang C,Tembaga,384.96,4.11,2021-01-05 04:37:37.535382,PT Tambang Jaya,Non-Aktif,142.9,47923.69
6866,Tambang C,Nikel,637.01,4.2,2024-07-13 04:17:20.454299,PT Emas Sejahtera,Non-Aktif,135.5,15610.42
6867,Tambang C,Tembaga,815.02,3.64,2020-02-10 09:45:32.701702,PT Mineral Nusantara,Non-Aktif,125.0,82967.18
6868,Tambang B,Tembaga,304.12,0.84,2021-10-21 04:44:55.882073,PT Tambang Jaya,Non-Aktif,267.0,7496.02
6869,Tambang B,Tembaga,221.58,3.13,2021-06-08 18:10:22.640321,PT Emas Sejahtera,Aktif,82.8,94585.85
6870,Tambang A,Tembaga,670.23,4.19,2022-11-15 20:27:04.751417,PT Emas Sejahtera,Aktif,258.6,8368.97
6871,Tambang C,Batubara,673.62,2.25,2024-03-23 23:23:25.763413,PT Mineral Nusantara,Aktif,35.8,89571.95
6872,Tambang A,Nikel,902.12,1.39,2024-07-03 17:34:06.611110,PT Emas Sejahtera,Reklamasi,287.0,26810.11
6873,Tambang D,Emas,25.79,3.14,2024-03-17 10:56:16.719673,PT Tambang Jaya,Reklamasi,155.9,98687.93
6874,Tambang D,Tembaga,854.51,4.22,2022-05-09 09:08:55.351283,PT Tambang Jaya,Reklamasi,299.7,52611.45
6875,Tambang C,Tembaga,525.79,0.72,2023-12-13 14:23:00.344889,PT Mineral Nusantara,Reklamasi,186.3,2812.46
6876,Tambang C,Emas,625.09,3.19,2020-04-19 09:44:29.373635,PT Emas Sejahtera,Aktif,44.1,28984.23
6877,Tambang D,Emas,100.46,3.39,2023-07-11 18:53:21.283074,PT Mineral Nusantara,Non-Aktif,27.7,94076.18
6878,Tambang C,Tembaga,438.29,3.21,2022-03-23 16:08:51.876094,PT Mineral Nusantara,Non-Aktif,66.1,30666.92
6879,Tambang B,Emas,235.03,3.43,2021-07-01 07:54:30.640111,PT Emas Sejahtera,Non-Aktif,132.1,36601.22
6880,Tambang B,Emas,261.68,3.34,2020-12-07 12:00:47.746492,PT Mineral Nusantara,Reklamasi,226.7,5370.67
6881,Tambang C,Batubara,509.05,1.09,2021-07-18 21:08:25.748050,PT Emas Sejahtera,Aktif,10.2,26072.38
6882,Tambang D,Emas,814.33,1.56,2021-08-23 20:44:39.127022,PT Tambang Jaya,Non-Aktif,84.6,26672.7
6883,Tambang A,Nikel,746.34,3.29,2022-01-11 23:52:29.486497,PT Mineral Nusantara,Reklamasi,180.4,71881.41
6884,Tambang C,Nikel,595.09,0.58,2021-04-01 13:49:18.934653,PT Emas Sejahtera,Reklamasi,96.4,51071.06
6885,Tambang C,Nikel,544.02,3.36,2022-01-01 02:45:36.008507,PT Emas Sejahtera,Reklamasi,113.5,16939.76
6886,Tambang A,Tembaga,433.03,3.49,2020-11-20 02:40:31.255319,PT Emas Sejahtera,Non-Aktif,97.2,79764.34
6887,Tambang C,Nikel,972.98,1.58,2022-09-16 20:39:08.677053,PT Mineral Nusantara,Aktif,286.4,61540.36
6888,Tambang A,Batubara,564.59,3.19,2023-12-26 07:46:45.815124,PT Tambang Jaya,Non-Aktif,29.1,27577.47
6889,Tambang D,Nikel,261.43,2.9,2021-02-08 01:18:56.323514,PT Mineral Nusantara,Aktif,273.2,23154.58
6890,Tambang B,Tembaga,237.79,1.67,2023-10-25 14:17:06.966061,PT Tambang Jaya,Aktif,103.7,92565.9
6891,Tambang D,Batubara,615.24,2.58,2023-03-31 00:27:45.598789,PT Mineral Nusantara,Non-Aktif,81.5,64068.57
6892,Tambang B,Nikel,527.6,4.59,2022-07-26 22:02:56.066532,PT Mineral Nusantara,Non-Aktif,266.1,80934.26
6893,Tambang A,Batubara,17.62,2.42,2020-03-12 04:50:05.295832,PT Mineral Nusantara,Reklamasi,93.3,23326.23
6894,Tambang B,Batubara,831.76,3.33,2021-11-07 09:43:27.980902,PT Tambang Jaya,Reklamasi,296.4,59284.87
6895,Tambang D,Tembaga,707.08,0.66,2023-06-02 17:14:13.758166,PT Emas Sejahtera,Non-Aktif,168.9,6295.47
6896,Tambang B,Tembaga,665.21,0.85,2022-09-19 08:09:27.655224,PT Mineral Nusantara,Non-Aktif,148.1,59877.31
6897,Tambang A,Batubara,78.09,0.87,2024-10-16 16:28:30.677362,PT Mineral Nusantara,Aktif,293.2,21154.68
6898,Tambang B,Nikel,368.44,4.0,2024-01-17 17:55:37.304652,PT Tambang Jaya,Aktif,75.8,67240.19
6899,Tambang C,Tembaga,936.03,2.08,2021-01-26 05:37:04.461286,PT Mineral Nusantara,Reklamasi,273.6,93264.67
6900,Tambang D,Batubara,863.96,1.52,2021-07-17 05:47:05.547930,PT Emas Sejahtera,Aktif,181.5,46412.26
6901,Tambang C,Emas,292.69,3.86,2024-11-23 11:57:42.597728,PT Emas Sejahtera,Non-Aktif,228.9,31234.24
6902,Tambang A,Emas,165.49,1.26,2023-08-03 02:44:26.996078,PT Tambang Jaya,Aktif,178.8,13203.45
6903,Tambang B,Tembaga,454.6,1.61,2021-02-01 22:07:34.771315,PT Tambang Jaya,Aktif,189.4,67388.58
6904,Tambang C,Nikel,362.27,2.44,2021-02-24 21:02:54.065937,PT Emas Sejahtera,Aktif,54.9,58833.6
6905,Tambang C,Emas,685.4,1.99,2020-03-24 05:34:45.307508,PT Emas Sejahtera,Non-Aktif,54.0,54912.5
6906,Tambang B,Emas,966.77,3.13,2020-10-27 01:55:03.536626,PT Emas Sejahtera,Reklamasi,125.2,93660.64
6907,Tambang B,Emas,369.37,2.02,2024-02-07 18:50:07.075951,PT Tambang Jaya,Aktif,110.5,97837.38
6908,Tambang D,Nikel,71.6,2.27,2021-01-17 07:52:31.502743,PT Emas Sejahtera,Non-Aktif,216.5,71981.4
6909,Tambang C,Nikel,898.64,4.38,2024-11-09 05:30:23.692016,PT Emas Sejahtera,Aktif,219.6,20402.95
6910,Tambang C,Tembaga,47.57,4.48,2020-08-22 20:32:42.741857,PT Emas Sejahtera,Aktif,173.5,94729.58
6911,Tambang A,Tembaga,953.24,4.22,2021-11-02 18:07:56.633878,PT Mineral Nusantara,Non-Aktif,126.6,35147.74
6912,Tambang D,Emas,667.93,4.39,2021-06-16 09:31:47.133896,PT Tambang Jaya,Aktif,206.3,8836.34
6913,Tambang A,Nikel,942.27,3.06,2024-08-31 10:28:29.099404,PT Tambang Jaya,Non-Aktif,209.3,24867.39
6914,Tambang C,Batubara,207.66,3.41,2022-02-01 09:56:02.634097,PT Tambang Jaya,Reklamasi,244.6,83207.27
6915,Tambang A,Emas,50.29,3.01,2020-11-27 02:17:39.081399,PT Tambang Jaya,Aktif,245.4,21172.72
6916,Tambang C,Tembaga,493.33,4.04,2024-01-12 15:45:49.173325,PT Mineral Nusantara,Non-Aktif,30.2,40111.67
6917,Tambang C,Nikel,456.12,2.98,2023-05-02 17:17:11.746803,PT Mineral Nusantara,Aktif,118.5,28077.1
6918,Tambang A,Tembaga,338.18,1.0,2021-08-23 04:54:19.651076,PT Mineral Nusantara,Aktif,131.8,5733.94
6919,Tambang A,Tembaga,958.08,4.14,2020-04-09 13:48:11.847754,PT Mineral Nusantara,Aktif,255.6,56610.19
6920,Tambang B,Nikel,824.36,3.92,2023-03-24 05:15:17.275299,PT Mineral Nusantara,Non-Aktif,155.5,63246.94
6921,Tambang B,Emas,664.97,4.19,2022-06-11 06:51:57.699474,PT Tambang Jaya,Non-Aktif,151.8,79323.58
6922,Tambang B,Nikel,171.23,1.36,2021-09-14 07:13:20.931156,PT Tambang Jaya,Non-Aktif,170.6,42051.39
6923,Tambang C,Emas,736.98,1.72,2020-02-19 06:09:33.703995,PT Tambang Jaya,Reklamasi,46.9,14991.72
6924,Tambang A,Tembaga,729.74,1.83,2023-04-13 04:51:30.245774,PT Mineral Nusantara,Aktif,173.9,65563.42
6925,Tambang D,Nikel,430.82,2.79,2021-02-16 23:47:40.711859,PT Emas Sejahtera,Non-Aktif,169.9,89116.45
6926,Tambang C,Batubara,925.54,1.1,2022-10-07 10:26:53.279120,PT Tambang Jaya,Aktif,228.8,12862.32
6927,Tambang D,Emas,175.31,2.23,2021-03-30 11:55:35.124687,PT Tambang Jaya,Aktif,193.9,19079.07
6928,Tambang A,Batubara,274.66,1.32,2023-11-17 11:46:55.627524,PT Emas Sejahtera,Aktif,287.0,33590.61
6929,Tambang C,Emas,72.59,1.69,2022-09-17 13:13:56.569100,PT Mineral Nusantara,Non-Aktif,33.2,65379.35
6930,Tambang D,Nikel,797.5,3.68,2023-02-28 03:37:19.766400,PT Emas Sejahtera,Reklamasi,233.8,52857.42
6931,Tambang D,Batubara,625.54,4.35,2020-03-30 07:00:51.728620,PT Emas Sejahtera,Reklamasi,227.9,71524.48
6932,Tambang B,Nikel,321.79,0.6,2021-08-23 02:36:13.781668,PT Tambang Jaya,Reklamasi,88.1,4102.43
6933,Tambang B,Emas,172.18,3.05,2024-10-07 00:35:26.721021,PT Tambang Jaya,Reklamasi,212.6,81235.32
6934,Tambang B,Emas,49.75,0.66,2024-12-30 04:20:07.175069,PT Mineral Nusantara,Non-Aktif,201.2,98760.77
6935,Tambang C,Emas,175.08,0.88,2024-03-04 01:40:42.236123,PT Emas Sejahtera,Reklamasi,96.6,5619.78
6936,Tambang A,Emas,458.75,3.67,2022-12-09 10:07:27.215398,PT Mineral Nusantara,Reklamasi,219.9,50046.13
6937,Tambang A,Tembaga,254.71,3.81,2022-03-19 19:10:56.175089,PT Emas Sejahtera,Non-Aktif,279.9,74251.51
6938,Tambang B,Emas,266.39,4.16,2021-08-12 13:10:05.970357,PT Tambang Jaya,Non-Aktif,98.5,48163.54
6939,Tambang B,Batubara,876.82,2.63,2022-06-05 20:20:54.503389,PT Emas Sejahtera,Aktif,294.2,59701.04
6940,Tambang B,Emas,519.99,4.37,2022-02-28 14:34:44.615712,PT Mineral Nusantara,Aktif,75.0,92171.77
6941,Tambang D,Nikel,731.96,1.25,2023-12-11 13:56:29.105108,PT Emas Sejahtera,Reklamasi,49.0,54444.52
6942,Tambang B,Tembaga,45.35,1.62,2023-07-20 08:33:45.243671,PT Mineral Nusantara,Aktif,32.3,24422.89
6943,Tambang D,Batubara,371.51,1.11,2021-01-10 13:16:31.118681,PT Emas Sejahtera,Non-Aktif,72.0,74124.06
6944,Tambang A,Tembaga,484.38,4.09,2021-04-10 21:43:53.453902,PT Tambang Jaya,Aktif,109.3,38167.5
6945,Tambang C,Tembaga,194.55,1.53,2021-12-16 08:39:38.903857,PT Tambang Jaya,Aktif,222.6,29226.39
6946,Tambang C,Tembaga,128.99,1.2,2020-05-27 00:27:18.782537,PT Mineral Nusantara,Non-Aktif,30.9,25592.14
6947,Tambang C,Nikel,871.6,3.3,2023-08-24 17:26:20.832247,PT Tambang Jaya,Reklamasi,157.1,8857.0
6948,Tambang C,Tembaga,940.04,0.85,2023-05-09 02:43:35.738572,PT Emas Sejahtera,Aktif,160.4,93357.83
6949,Tambang D,Tembaga,88.02,0.7,2022-09-07 02:46:28.682990,PT Emas Sejahtera,Aktif,76.1,56772.4
6950,Tambang D,Emas,355.53,0.98,2020-06-19 21:35:03.321736,PT Tambang Jaya,Reklamasi,23.2,95554.96
6951,Tambang B,Nikel,958.7,0.5,2020-04-13 04:20:07.688624,PT Mineral Nusantara,Aktif,75.3,86317.09
6952,Tambang D,Batubara,92.33,3.64,2021-08-06 14:31:22.862047,PT Emas Sejahtera,Reklamasi,76.8,3992.62
6953,Tambang B,Batubara,647.2,3.03,2020-09-07 22:42:11.092929,PT Mineral Nusantara,Non-Aktif,209.5,25481.24
6954,Tambang B,Batubara,972.5,1.44,2020-10-15 10:04:18.418571,PT Emas Sejahtera,Non-Aktif,77.8,32220.76
6955,Tambang C,Nikel,978.44,1.55,2023-09-05 12:48:14.360445,PT Mineral Nusantara,Reklamasi,108.7,49492.36
6956,Tambang D,Batubara,476.51,4.15,2024-07-12 01:40:18.776508,PT Mineral Nusantara,Non-Aktif,23.8,71896.73
6957,Tambang D,Nikel,171.12,2.76,2020-12-01 02:14:40.147729,PT Emas Sejahtera,Non-Aktif,190.9,68396.07
6958,Tambang B,Emas,210.06,3.64,2023-08-04 08:55:54.540517,PT Emas Sejahtera,Non-Aktif,147.5,98739.92
6959,Tambang B,Emas,890.71,2.54,2023-10-25 07:51:37.515595,PT Mineral Nusantara,Non-Aktif,110.0,92408.94
6960,Tambang A,Nikel,912.57,1.57,2021-04-17 01:24:35.862088,PT Emas Sejahtera,Non-Aktif,213.8,19440.41
6961,Tambang A,Batubara,611.8,4.87,2022-09-19 07:40:32.349339,PT Tambang Jaya,Non-Aktif,207.8,86126.85
6962,Tambang B,Nikel,768.51,3.05,2020-10-15 11:38:07.767891,PT Emas Sejahtera,Aktif,105.1,84450.59
6963,Tambang A,Nikel,742.53,1.09,2021-08-26 15:33:54.598568,PT Mineral Nusantara,Aktif,215.7,57905.04
6964,Tambang A,Tembaga,665.2,2.33,2020-03-24 02:15:13.722681,PT Emas Sejahtera,Aktif,111.0,34473.96
6965,Tambang B,Nikel,829.0,1.98,2021-01-25 01:37:27.074078,PT Emas Sejahtera,Non-Aktif,74.4,21653.06
6966,Tambang B,Tembaga,688.55,1.46,2021-04-02 08:22:06.596847,PT Mineral Nusantara,Aktif,218.8,22033.28
6967,Tambang D,Emas,538.66,4.7,2023-05-19 01:40:16.460090,PT Emas Sejahtera,Reklamasi,221.1,34444.79
6968,Tambang B,Tembaga,244.59,4.46,2021-07-05 05:04:53.481910,PT Mineral Nusantara,Reklamasi,261.1,50890.7
6969,Tambang B,Nikel,746.45,1.4,2024-04-21 18:16:49.143575,PT Mineral Nusantara,Reklamasi,155.3,58798.27
6970,Tambang C,Emas,478.7,2.08,2021-01-28 18:51:40.157883,PT Mineral Nusantara,Aktif,77.4,33178.97
6971,Tambang D,Tembaga,301.84,3.93,2024-07-09 07:05:39.740644,PT Mineral Nusantara,Non-Aktif,252.7,36301.33
6972,Tambang D,Nikel,803.93,1.44,2021-02-24 19:59:59.211728,PT Tambang Jaya,Reklamasi,60.7,2338.42
6973,Tambang D,Emas,699.75,3.16,2023-05-24 16:02:29.151086,PT Tambang Jaya,Aktif,282.2,1209.83
6974,Tambang C,Tembaga,937.97,3.65,2023-08-23 09:23:50.482182,PT Mineral Nusantara,Aktif,98.9,90811.06
6975,Tambang B,Nikel,173.79,3.44,2024-04-26 03:54:03.197038,PT Emas Sejahtera,Non-Aktif,15.4,2387.36
6976,Tambang D,Nikel,652.7,3.68,2023-03-04 09:24:19.214458,PT Tambang Jaya,Non-Aktif,64.2,4279.02
6977,Tambang D,Batubara,251.8,3.68,2023-05-06 06:49:57.720750,PT Mineral Nusantara,Aktif,130.3,21357.9
6978,Tambang A,Batubara,904.55,4.84,2022-12-22 00:40:44.819537,PT Tambang Jaya,Non-Aktif,26.0,74596.45
6979,Tambang D,Tembaga,108.5,2.06,2023-05-25 17:41:36.591965,PT Mineral Nusantara,Non-Aktif,128.8,68213.12
6980,Tambang B,Tembaga,659.6,4.45,2020-11-05 19:43:57.660003,PT Tambang Jaya,Non-Aktif,68.8,65070.53
6981,Tambang B,Tembaga,793.17,0.6,2022-03-13 15:45:27.793764,PT Mineral Nusantara,Non-Aktif,15.5,57920.36
6982,Tambang A,Nikel,361.37,1.8,2022-05-28 23:51:27.838380,PT Tambang Jaya,Non-Aktif,96.7,20968.2
6983,Tambang D,Tembaga,954.6,0.72,2024-07-19 09:35:00.306561,PT Tambang Jaya,Aktif,75.6,40395.44
6984,Tambang D,Nikel,852.22,3.43,2022-08-25 02:31:42.377714,PT Emas Sejahtera,Reklamasi,131.7,48331.9
6985,Tambang D,Tembaga,301.67,0.95,2024-03-10 06:21:50.067351,PT Tambang Jaya,Aktif,230.1,58661.84
6986,Tambang C,Nikel,17.47,4.31,2022-04-09 03:55:56.937073,PT Emas Sejahtera,Aktif,157.8,20644.5
6987,Tambang D,Nikel,303.69,3.41,2022-09-16 07:16:28.168523,PT Tambang Jaya,Aktif,232.7,73174.33
6988,Tambang B,Batubara,288.5,0.63,2020-11-12 09:11:35.927988,PT Mineral Nusantara,Aktif,107.6,31582.55
6989,Tambang B,Emas,891.06,3.72,2024-06-02 12:38:00.266553,PT Emas Sejahtera,Aktif,13.8,66362.18
6990,Tambang C,Nikel,967.45,4.38,2021-08-24 04:42:59.587262,PT Tambang Jaya,Non-Aktif,277.4,51884.33
6991,Tambang C,Tembaga,79.74,3.48,2024-12-15 01:15:56.996395,PT Emas Sejahtera,Reklamasi,101.3,59629.23
6992,Tambang D,Batubara,476.58,0.64,2022-10-20 18:43:34.725220,PT Mineral Nusantara,Non-Aktif,162.8,41901.69
6993,Tambang A,Tembaga,552.85,4.36,2023-08-12 11:33:34.536122,PT Mineral Nusantara,Reklamasi,146.1,45061.84
6994,Tambang C,Tembaga,101.98,3.8,2021-01-13 18:28:15.187365,PT Mineral Nusantara,Aktif,179.1,86950.58
6995,Tambang C,Nikel,383.72,2.2,2020-05-11 00:38:16.581232,PT Mineral Nusantara,Aktif,266.6,48111.66
6996,Tambang D,Nikel,323.91,1.98,2023-07-10 00:47:15.183478,PT Mineral Nusantara,Aktif,261.5,79594.99
6997,Tambang D,Emas,540.7,2.66,2023-07-15 01:32:43.055556,PT Emas Sejahtera,Aktif,294.5,40107.43
6998,Tambang C,Nikel,664.58,4.4,2024-01-20 04:39:55.438950,PT Emas Sejahtera,Aktif,163.2,70352.68
6999,Tambang A,Nikel,706.45,1.63,2020-12-02 14:08:42.556284,PT Tambang Jaya,Aktif,277.5,24056.62
7000,Tambang C,Emas,145.39,0.95,2024-03-13 00:32:57.848004,PT Tambang Jaya,Aktif,149.9,91784.88
7001,Tambang D,Tembaga,814.82,4.39,2020-01-22 18:47:58.385034,PT Mineral Nusantara,Reklamasi,22.9,96760.36
7002,Tambang D,Emas,681.76,0.62,2021-12-12 18:21:05.835062,PT Mineral Nusantara,Aktif,52.4,90231.11
7003,Tambang C,Emas,890.18,4.6,2021-01-30 23:23:45.386317,PT Emas Sejahtera,Aktif,106.9,35295.32
7004,Tambang A,Emas,454.84,1.88,2021-06-20 22:13:50.486518,PT Mineral Nusantara,Aktif,220.4,28372.52
7005,Tambang C,Batubara,894.95,2.79,2022-06-09 03:49:30.007768,PT Mineral Nusantara,Reklamasi,33.6,19061.52
7006,Tambang C,Tembaga,867.12,1.1,2023-08-02 07:29:04.525002,PT Mineral Nusantara,Reklamasi,114.9,87426.43
7007,Tambang D,Batubara,444.03,4.56,2020-10-04 09:45:41.591518,PT Tambang Jaya,Aktif,294.9,12743.03
7008,Tambang A,Batubara,387.33,3.87,2024-02-06 04:13:20.161107,PT Emas Sejahtera,Non-Aktif,237.8,64590.7
7009,Tambang B,Nikel,933.48,4.66,2020-04-05 18:48:17.086841,PT Tambang Jaya,Reklamasi,175.9,33814.93
7010,Tambang A,Emas,718.01,3.57,2022-04-06 00:09:23.035983,PT Mineral Nusantara,Aktif,27.9,19603.88
7011,Tambang C,Emas,928.96,1.33,2022-12-11 00:56:44.561669,PT Mineral Nusantara,Reklamasi,14.2,19264.04
7012,Tambang C,Batubara,799.01,1.89,2021-10-17 22:08:50.994369,PT Tambang Jaya,Non-Aktif,40.5,87226.04
7013,Tambang C,Nikel,613.2,2.69,2020-08-11 15:36:12.129935,PT Tambang Jaya,Aktif,104.9,86122.23
7014,Tambang A,Nikel,124.69,3.23,2023-08-16 17:40:22.099593,PT Emas Sejahtera,Reklamasi,185.9,27930.85
7015,Tambang D,Nikel,298.57,4.67,2022-09-24 17:06:59.899188,PT Mineral Nusantara,Non-Aktif,67.3,4342.93
7016,Tambang C,Tembaga,969.15,2.23,2024-09-20 13:03:32.767709,PT Mineral Nusantara,Reklamasi,24.8,87039.59
7017,Tambang C,Batubara,326.23,3.66,2020-02-24 08:53:14.622010,PT Tambang Jaya,Reklamasi,36.3,6675.21
7018,Tambang A,Tembaga,102.32,4.82,2020-04-21 00:15:19.104654,PT Emas Sejahtera,Aktif,133.8,9387.3
7019,Tambang B,Nikel,710.48,1.19,2023-07-27 03:41:31.951302,PT Emas Sejahtera,Aktif,234.2,82370.15
7020,Tambang B,Nikel,736.66,4.38,2021-11-19 12:13:39.381552,PT Mineral Nusantara,Reklamasi,248.1,81904.74
7021,Tambang D,Nikel,292.6,2.39,2023-01-31 10:49:53.026683,PT Mineral Nusantara,Non-Aktif,94.4,21046.48
7022,Tambang D,Emas,304.7,3.8,2022-05-01 05:26:03.317573,PT Tambang Jaya,Aktif,202.4,4783.62
7023,Tambang C,Batubara,474.2,1.82,2023-03-07 18:17:12.137489,PT Mineral Nusantara,Reklamasi,123.9,7235.24
7024,Tambang A,Emas,31.57,2.0,2022-08-09 03:11:33.403841,PT Tambang Jaya,Reklamasi,292.0,45885.53
7025,Tambang C,Tembaga,791.43,0.62,2020-05-12 06:37:04.720054,PT Mineral Nusantara,Aktif,127.4,42405.22
7026,Tambang D,Emas,323.92,4.87,2022-06-11 15:20:29.715074,PT Mineral Nusantara,Aktif,124.8,19046.61
7027,Tambang A,Batubara,855.23,4.16,2023-11-13 11:40:06.023149,PT Mineral Nusantara,Reklamasi,155.5,90994.99
7028,Tambang A,Emas,804.6,0.92,2022-04-23 01:46:39.339106,PT Emas Sejahtera,Aktif,17.4,55688.51
7029,Tambang D,Nikel,664.79,5.0,2020-05-11 00:57:41.823784,PT Mineral Nusantara,Reklamasi,131.2,80926.55
7030,Tambang B,Tembaga,331.63,3.22,2021-08-18 12:33:30.419034,PT Mineral Nusantara,Non-Aktif,250.3,11268.88
7031,Tambang B,Tembaga,521.15,4.34,2023-02-19 17:53:30.868134,PT Emas Sejahtera,Aktif,187.5,97372.4
7032,Tambang A,Nikel,450.38,0.8,2020-09-14 20:22:02.213813,PT Emas Sejahtera,Aktif,291.1,81164.03
7033,Tambang C,Nikel,345.49,2.25,2023-12-06 05:28:20.312519,PT Mineral Nusantara,Reklamasi,104.4,29494.58
7034,Tambang B,Nikel,849.65,3.51,2022-09-02 09:17:59.153866,PT Emas Sejahtera,Aktif,56.8,3057.77
7035,Tambang C,Batubara,488.67,0.98,2024-09-02 06:42:19.742647,PT Emas Sejahtera,Non-Aktif,227.7,17286.37
7036,Tambang B,Emas,834.4,2.7,2020-03-02 08:22:34.933453,PT Emas Sejahtera,Reklamasi,22.7,42432.11
7037,Tambang B,Tembaga,114.17,2.49,2022-04-08 21:39:52.135955,PT Emas Sejahtera,Non-Aktif,56.3,1295.56
7038,Tambang C,Emas,149.61,1.47,2022-02-14 12:42:38.407934,PT Tambang Jaya,Non-Aktif,157.0,5043.21
7039,Tambang D,Nikel,977.55,1.85,2021-02-06 04:30:41.740748,PT Mineral Nusantara,Non-Aktif,228.5,10764.97
7040,Tambang B,Nikel,591.89,4.85,2022-04-25 23:16:23.950877,PT Tambang Jaya,Non-Aktif,184.3,81161.93
7041,Tambang B,Emas,514.67,1.8,2023-07-29 03:17:25.907396,PT Mineral Nusantara,Reklamasi,298.5,55139.71
7042,Tambang C,Tembaga,527.92,1.46,2023-01-26 03:09:32.368849,PT Emas Sejahtera,Aktif,199.9,19907.1
7043,Tambang D,Batubara,223.12,2.91,2024-05-30 07:21:13.111541,PT Tambang Jaya,Non-Aktif,220.2,27182.16
7044,Tambang B,Emas,721.52,3.52,2020-04-04 06:54:40.507075,PT Emas Sejahtera,Non-Aktif,298.2,64575.7
7045,Tambang B,Nikel,93.93,3.76,2020-07-15 11:10:09.453365,PT Emas Sejahtera,Reklamasi,181.8,32542.41
7046,Tambang D,Nikel,577.59,3.89,2023-04-13 00:15:03.502467,PT Emas Sejahtera,Non-Aktif,217.2,68531.12
7047,Tambang B,Batubara,575.06,0.67,2020-03-19 13:02:45.696853,PT Mineral Nusantara,Non-Aktif,96.5,78044.6
7048,Tambang D,Emas,915.05,2.27,2021-05-30 06:59:58.641557,PT Emas Sejahtera,Non-Aktif,165.7,31355.82
7049,Tambang D,Batubara,530.92,3.98,2022-01-14 10:37:59.418505,PT Mineral Nusantara,Non-Aktif,274.5,37284.76
7050,Tambang C,Batubara,145.69,4.57,2024-12-19 11:32:39.992878,PT Mineral Nusantara,Aktif,257.5,5957.35
7051,Tambang A,Tembaga,577.03,3.21,2023-01-21 00:31:55.039273,PT Emas Sejahtera,Non-Aktif,98.8,82160.04
7052,Tambang D,Tembaga,100.41,0.74,2020-12-14 02:41:50.071233,PT Mineral Nusantara,Reklamasi,113.6,61000.97
7053,Tambang C,Nikel,211.76,2.28,2023-11-16 23:28:26.730246,PT Tambang Jaya,Aktif,255.4,88938.58
7054,Tambang A,Emas,40.8,0.83,2022-03-21 12:31:22.575280,PT Mineral Nusantara,Reklamasi,92.6,19703.04
7055,Tambang B,Tembaga,518.16,3.87,2021-07-22 11:45:07.009883,PT Emas Sejahtera,Aktif,267.4,96099.44
7056,Tambang A,Nikel,93.69,0.79,2022-11-28 03:45:51.110366,PT Emas Sejahtera,Aktif,234.4,70966.83
7057,Tambang D,Emas,474.7,1.34,2020-03-02 00:53:06.987241,PT Tambang Jaya,Non-Aktif,54.2,20464.42
7058,Tambang D,Nikel,933.62,2.38,2022-09-04 01:23:07.035557,PT Tambang Jaya,Non-Aktif,218.7,46834.21
7059,Tambang D,Tembaga,722.56,2.58,2023-04-08 00:17:33.776557,PT Mineral Nusantara,Reklamasi,252.0,70196.14
7060,Tambang D,Nikel,86.64,2.33,2023-06-11 00:00:03.560492,PT Mineral Nusantara,Aktif,51.9,2680.29
7061,Tambang D,Emas,231.97,2.59,2021-07-26 05:43:59.502956,PT Tambang Jaya,Aktif,142.6,78248.38
